State,ClimDiv State Id,County Name,FIPS County
Georgia,9,Clarke,59
Georgia,9,Clay,61
Georgia,9,Clayton,63
Georgia,9,Clinch,65
Georgia,9,Cobb,67
Georgia,9,Coffee,69
Georgia,9,Colquitt,71
Georgia,9,Columbia,73
Georgia,9,Cook,75
Georgia,9,Coweta,77
Georgia,9,Crawford,79
Georgia,9,Crisp,81
Georgia,9,Dade,83
Georgia,9,Dawson,85
Georgia,9,Decatur,87
Georgia,9,De Kalb,89
Georgia,9,Dodge,91
Georgia,9,Dooly,93
Georgia,9,Dougherty,95
Georgia,9,Douglas,97
Georgia,9,Early,99
Georgia,9,Echols,101
Georgia,9,Effingham,103
Georgia,9,Elbert,105
Georgia,9,Emanuel,107
Georgia,9,Evans,109
Georgia,9,Fannin,111
Georgia,9,Fayette,113
Georgia,9,Floyd,115
Georgia,9,Forsyth,117
Georgia,9,Franklin,119
Georgia,9,Fulton,121
Georgia,9,Gilmer,123
Georgia,9,Glascock,125
Georgia,9,Glynn,127
Georgia,9,Gordon,129
Georgia,9,Grady,131
Georgia,9,Greene,133
Georgia,9,Gwinnett,135
Georgia,9,Habersham,137
Georgia,9,Hall,139
Georgia,9,Hancock,141
Georgia,9,Haralson,143
Georgia,9,Harris,145
Georgia,9,Hart,147
Georgia,9,Heard,149
Georgia,9,Henry,151
Georgia,9,Houston,153
Georgia,9,Irwin,155
Georgia,9,Jackson,157
Georgia,9,Jasper,159
Georgia,9,Jeff Davis,161
Georgia,9,Jefferson,163
Georgia,9,Jenkins,165
Georgia,9,Johnson,167
Georgia,9,Jones,169
Georgia,9,Lamar,171
Georgia,9,Lanier,173
Georgia,9,Laurens,175
Georgia,9,Lee,177
Georgia,9,Liberty,179
Georgia,9,Lincoln,181
Georgia,9,Long,183
Georgia,9,Lowndes,185
Georgia,9,Lumpkin,187
Georgia,9,McDuffie,189
Georgia,9,McIntosh,191
Georgia,9,Macon,193
Georgia,9,Madison,195
Georgia,9,Marion,197
Georgia,9,Meriwether,199
Georgia,9,Miller,201
Georgia,9,Mitchell,205
Georgia,9,Monroe,207
Georgia,9,Montgomery,209
Georgia,9,Morgan,211
Georgia,9,Murray,213
Georgia,9,Muscogee,215
Georgia,9,Newton,217
Georgia,9,Oconee,219
Georgia,9,Oglethorpe,221
Georgia,9,Paulding,223
Georgia,9,Peach,225
Georgia,9,Pickens,227
Georgia,9,Pierce,229
Georgia,9,Pike,231
Georgia,9,Polk,233
Georgia,9,Pulaski,235
Georgia,9,Putnam,237
Georgia,9,Quitman,239
Georgia,9,Rabun,241
Georgia,9,Randolph,243
Georgia,9,Richmond,245
Georgia,9,Rockdale,247
Georgia,9,Schley,249
Georgia,9,Screven,251
Georgia,9,Seminole,253
Georgia,9,Spalding,255
Georgia,9,Stephens,257
Georgia,9,Stewart,259
Georgia,9,Sumter,261
Georgia,9,Talbot,263
Georgia,9,Taliaferro,265
Georgia,9,Tattnall,267
Georgia,9,Taylor,269
Georgia,9,Telfair,271
Georgia,9,Terrell,273
Georgia,9,Thomas,275
Georgia,9,Tift,277
Georgia,9,Toombs,279
Georgia,9,Towns,281
Georgia,9,Treutlen,283
Georgia,9,Troup,285
Georgia,9,Turner,287
Georgia,9,Twiggs,289
Georgia,9,Union,291
Georgia,9,Upson,293
Georgia,9,Walker,295
Georgia,9,Walton,297
Georgia,9,Ware,299
Georgia,9,Warren,301
Georgia,9,Washington,303
Georgia,9,Wayne,305
Georgia,9,Webster,307
Georgia,9,Wheeler,309
Georgia,9,White,311
Georgia,9,Whitfield,313
Georgia,9,Wilcox,315
Georgia,9,Wilkes,317
Georgia,9,Wilkinson,319
Georgia,9,Worth,321
Idaho,10,Ada,1
Idaho,10,Adams,3
Idaho,10,Bannock,5
Idaho,10,Bear Lake,7
Idaho,10,Benewah,9
Idaho,10,Bingham,11
Idaho,10,Blaine,13
Idaho,10,Boise,15
Idaho,10,Bonner,17
Idaho,10,Bonneville,19
Idaho,10,Boundary,21
Idaho,10,Butte,23
Idaho,10,Camas,25
Idaho,10,Canyon,27
Idaho,10,Caribou,29
Idaho,10,Cassia,31
Idaho,10,Clark,33
Idaho,10,Clearwater,35
Idaho,10,Custer,37
Idaho,10,Elmore,39
Idaho,10,Franklin,41
Idaho,10,Fremont,43
Idaho,10,Gem,45
Idaho,10,Gooding,47
Idaho,10,Idaho,49
Idaho,10,Jefferson,51
Idaho,10,Jerome,53
Idaho,10,Kootenai,55
Idaho,10,Latah,57
Idaho,10,Lemhi,59
Idaho,10,Lewis,61
Idaho,10,Lincoln,63
Idaho,10,Madison,65
Idaho,10,Minidoka,67
Idaho,10,Nez Perce,69
Idaho,10,Oneida,71
Idaho,10,Owyhee,73
Idaho,10,Payette,75
Idaho,10,Power,77
Idaho,10,Shoshone,79
Idaho,10,Teton,81
Idaho,10,Twin Falls,83
Idaho,10,Valley,85
Idaho,10,Washington,87
Illinois,11,Adams,1
Illinois,11,Alexander,3
Illinois,11,Bond,5
Illinois,11,Boone,7
Illinois,11,Brown,9
Illinois,11,Bureau,11
Illinois,11,Calhoun,13
Illinois,11,Carroll,15
Illinois,11,Cass,17
Illinois,11,Champaign,19
Illinois,11,Christian,21
Illinois,11,Clark,23
Illinois,11,Clay,25
Illinois,11,Clinton,27
Illinois,11,Coles,29
Illinois,11,Cook,31
Illinois,11,Crawford,33
Illinois,11,Cumberland,35
Illinois,11,De Kalb,37
Illinois,11,Dewitt,39
Illinois,11,Douglas,41
Illinois,11,Du Page,43
Illinois,11,Edgar,45
Illinois,11,Edwards,47
Illinois,11,Effingham,49
Illinois,11,Fayette,51
Illinois,11,Ford,53
Illinois,11,Franklin,55
Illinois,11,Fulton,57
Illinois,11,Gallatin,59
Illinois,11,Greene,61
Illinois,11,Grundy,63
Illinois,11,Hamilton,65
Illinois,11,Hancock,67
Illinois,11,Hardin,69
Illinois,11,Henderson,71
Illinois,11,Henry,73
Illinois,11,Iroquois,75
Illinois,11,Jackson,77
Illinois,11,Jasper,79
Illinois,11,Jefferson,81
Illinois,11,Jersey,83
Illinois,11,Jo Daviess,85
Illinois,11,Johnson,87
Illinois,11,Kane,89
Illinois,11,Kankakee,91
Illinois,11,Kendall,93
Illinois,11,Knox,95
Illinois,11,Lake,97
Illinois,11,La Salle,99
Illinois,11,Lawrence,101
Illinois,11,Lee,103
Illinois,11,Livingston,105
Illinois,11,Logan,107
Illinois,11,McDonough,109
Illinois,11,McHenry,111
Illinois,11,Mclean,113
Illinois,11,Macon,115
Illinois,11,Macoupin,117
Illinois,11,Madison,119
Illinois,11,Marion,121
Illinois,11,Marshall,123
Illinois,11,Mason,125
Illinois,11,Massac,127
Illinois,11,Menard,129
Illinois,11,Mercer,131
Illinois,11,Monroe,133
Illinois,11,Montgomery,135
Illinois,11,Morgan,137
Illinois,11,Moultrie,139
Illinois,11,Ogle,141
Illinois,11,Peoria,143
Illinois,11,Perry,145
Illinois,11,Piatt,147
Illinois,11,Pike,149
Illinois,11,Pope,151
Illinois,11,Pulaski,153
Illinois,11,Putnam,155
Illinois,11,Randolph,157
Illinois,11,Richland,159
Illinois,11,Rock Island,161
Illinois,11,St Clair,163
Illinois,11,Saline,165
Illinois,11,Sangamon,167
Illinois,11,Schuyler,169
Illinois,11,Scott,171
Illinois,11,Shelby,173
Illinois,11,Stark,175
Illinois,11,Stephenson,177
Illinois,11,Tazewell,179
Illinois,11,Union,181
Illinois,11,Vermilion,183
Illinois,11,Wabash,185
Illinois,11,Warren,187
Illinois,11,Washington,189
Illinois,11,Wayne,191
Illinois,11,White,193
Illinois,11,Whiteside,195
Illinois,11,Will,197
Illinois,11,Williamson,199
Illinois,11,Winnebago,201
Illinois,11,Woodford,203
Indiana,12,Adams,1
Indiana,12,Allen,3
Indiana,12,Bartholomew,5
Indiana,12,Benton,7
Indiana,12,Blackford,9
Indiana,12,Boone,11
Indiana,12,Brown,13
Indiana,12,Carroll,15
Indiana,12,Cass,17
Indiana,12,Clark,19
Indiana,12,Clay,21
Indiana,12,Clinton,23
Indiana,12,Crawford,25
Indiana,12,Daviess,27
Indiana,12,Dearborn,29
Indiana,12,Decatur,31
Indiana,12,De Kalb,33
Indiana,12,Delaware,35
Indiana,12,Dubois,37
Indiana,12,Elkhart,39
Indiana,12,Fayette,41
Indiana,12,Floyd,43
Indiana,12,Fountain,45
Indiana,12,Franklin,47
Indiana,12,Fulton,49
Indiana,12,Gibson,51
Indiana,12,Grant,53
Indiana,12,Greene,55
Indiana,12,Hamilton,57
Indiana,12,Hancock,59
Indiana,12,Harrison,61
Indiana,12,Hendricks,63
Indiana,12,Henry,65
Indiana,12,Howard,67
Indiana,12,Huntington,69
Indiana,12,Jackson,71
Indiana,12,Jasper,73
Indiana,12,Jay,75
Indiana,12,Jefferson,77
Indiana,12,Jennings,79
Indiana,12,Johnson,81
Indiana,12,Knox,83
Indiana,12,Kosciusko,85
Indiana,12,Lagrange,87
Indiana,12,Lake,89
Indiana,12,La Porte,91
Indiana,12,Lawrence,93
Indiana,12,Madison,95
Indiana,12,Marion,97
Indiana,12,Marshall,99
Indiana,12,Martin,101
Indiana,12,Miami,103
Indiana,12,Monroe,105
Indiana,12,Montgomery,107
Indiana,12,Morgan,109
Indiana,12,Newton,111
Indiana,12,Noble,113
Indiana,12,Ohio,115
Indiana,12,Orange,117
Indiana,12,Owen,119
Indiana,12,Parke,121
Indiana,12,Perry,123
Indiana,12,Pike,125
Indiana,12,Porter,127
Indiana,12,Posey,129
Indiana,12,Pulaski,131
Indiana,12,Putnam,133
Indiana,12,Randolph,135
Indiana,12,Ripley,137
Indiana,12,Rush,139
Indiana,12,St Joseph,141
Indiana,12,Scott,143
Indiana,12,Shelby,145
Indiana,12,Spencer,147
Indiana,12,Starke,149
Indiana,12,Steuben,151
Indiana,12,Sullivan,153
Indiana,12,Switzerland,155
Indiana,12,Tippecanoe,157
Indiana,12,Tipton,159
Indiana,12,Union,161
Indiana,12,Vanderburgh,163
Indiana,12,Vermillion,165
Indiana,12,Vigo,167
Indiana,12,Wabash,169
Indiana,12,Warren,171
Indiana,12,Warrick,173
Indiana,12,Washington,175
Indiana,12,Wayne,177
Indiana,12,Wells,179
Indiana,12,White,181
Indiana,12,Whitley,183
Iowa,13,Adair,1
Iowa,13,Adams,3
Iowa,13,Allamakee,5
Iowa,13,Appanoose,7
Iowa,13,Audubon,9
Iowa,13,Benton,11
Iowa,13,Black Hawk,13
Iowa,13,Boone,15
Iowa,13,Bremer,17
Iowa,13,Buchanan,19
Iowa,13,Buena Vista,21
Iowa,13,Butler,23
Iowa,13,Calhoun,25
Iowa,13,Carroll,27
Iowa,13,Cass,29
Iowa,13,Cedar,31
Iowa,13,Cerro Gordo,33
Iowa,13,Cherokee,35
Iowa,13,Chickasaw,37
Iowa,13,Clarke,39
Iowa,13,Clay,41
Iowa,13,Clayton,43
Iowa,13,Clinton,45
Iowa,13,Crawford,47
Iowa,13,Dallas,49
Iowa,13,Davis,51
Iowa,13,Decatur,53
Iowa,13,Delaware,55
Iowa,13,Des Moines,57
Iowa,13,Dickinson,59
Iowa,13,Dubuque,61
Iowa,13,Emmet,63
Iowa,13,Fayette,65
Iowa,13,Floyd,67
Iowa,13,Franklin,69
Iowa,13,Fremont,71
Iowa,13,Greene,73
Iowa,13,Grundy,75
Iowa,13,Guthrie,77
Iowa,13,Hamilton,79
Iowa,13,Hancock,81
Iowa,13,Hardin,83
Iowa,13,Harrison,85
Iowa,13,Henry,87
Iowa,13,Howard,89
Iowa,13,Humboldt,91
Iowa,13,Ida,93
Iowa,13,Iowa,95
Iowa,13,Jackson,97
Iowa,13,Jasper,99
Iowa,13,Jefferson,101
Iowa,13,Johnson,103
Iowa,13,Jones,105
Iowa,13,Keokuk,107
Iowa,13,Kossuth,109
Iowa,13,Lee,111
Iowa,13,Linn,113
Iowa,13,Louisa,115
Iowa,13,Lucas,117
Iowa,13,Lyon,119
Iowa,13,Madison,121
Iowa,13,Mahaska,123
Iowa,13,Marion,125
Iowa,13,Marshall,127
Iowa,13,Mills,129
Iowa,13,Mitchell,131
Iowa,13,Monona,133
Iowa,13,Monroe,135
Iowa,13,Montgomery,137
Iowa,13,Muscatine,139
Iowa,13,Obrien,141
Iowa,13,Osceola,143
Iowa,13,Page,145
Iowa,13,Palo Alto,147
Iowa,13,Plymouth,149
Iowa,13,Pocahontas,151
Iowa,13,Polk,153
Iowa,13,Pottawattamie,155
Iowa,13,Poweshiek,157
Iowa,13,Ringgold,159
Iowa,13,Sac,161
Iowa,13,Scott,163
Iowa,13,Shelby,165
Iowa,13,Sioux,167
Iowa,13,Story,169
Iowa,13,Tama,171
Iowa,13,Taylor,173
Iowa,13,Union,175
Iowa,13,Van Buren,177
Iowa,13,Wapello,179
Iowa,13,Warren,181
Iowa,13,Washington,183
Iowa,13,Wayne,185
Iowa,13,Webster,187
Iowa,13,Winnebago,189
Iowa,13,Winneshiek,191
Iowa,13,Woodbury,193
Iowa,13,Worth,195
Iowa,13,Wright,197
Kansas,14,Allen,1
Kansas,14,Anderson,3
Kansas,14,Atchison,5
Kansas,14,Barber,7
Kansas,14,Barton,9
Kansas,14,Bourbon,11
Kansas,14,Brown,13
Kansas,14,Butler,15
Kansas,14,Chase,17
Kansas,14,Chautauqua,19
Kansas,14,Cherokee,21
Kansas,14,Cheyenne,23
Kansas,14,Clark,25
Kansas,14,Clay,27
Kansas,14,Cloud,29
Kansas,14,Coffey,31
Kansas,14,Comanche,33
Kansas,14,Cowley,35
Kansas,14,Crawford,37
Kansas,14,Decatur,39
Kansas,14,Dickinson,41
Kansas,14,Doniphan,43
Kansas,14,Douglas,45
Kansas,14,Edwards,47
Kansas,14,Elk,49
Kansas,14,Ellis,51
Kansas,14,Ellsworth,53
Kansas,14,Finney,55
Kansas,14,Ford,57
Kansas,14,Franklin,59
Kansas,14,Geary,61
Kansas,14,Gove,63
Kansas,14,Graham,65
Kansas,14,Grant,67
Kansas,14,Gray,69
Kansas,14,Greeley,71
Kansas,14,Greenwood,73
Kansas,14,Hamilton,75
Kansas,14,Harper,77
Kansas,14,Harvey,79
Kansas,14,Haskell,81
Kansas,14,Hodgeman,83
Kansas,14,Jackson,85
Kansas,14,Jefferson,87
Kansas,14,Jewell,89
Kansas,14,Johnson,91
Kansas,14,Kearny,93
Kansas,14,Kingman,95
Kansas,14,Kiowa,97
Kansas,14,Labette,99
Kansas,14,Lane,101
Kansas,14,Leavenworth,103
Kansas,14,Lincoln,105
Kansas,14,Linn,107
Kansas,14,Logan,109
Kansas,14,Lyon,111
Kansas,14,McPherson,113
Kansas,14,Marion,115
Kansas,14,Marshall,117
Kansas,14,Meade,119
Kansas,14,Miami,121
Kansas,14,Mitchell,123
Kansas,14,Montgomery,125
Kansas,14,Morris,127
Kansas,14,Morton,129
Kansas,14,Nemaha,131
Kansas,14,Neosho,133
Kansas,14,Ness,135
Kansas,14,Norton,137
Kansas,14,Osage,139
Kansas,14,Osborne,141
Kansas,14,Ottawa,143
Kansas,14,Pawnee,145
Kansas,14,Phillips,147
Kansas,14,Pottawatomie,149
Kansas,14,Pratt,151
Kansas,14,Rawlins,153
Kansas,14,Reno,155
Kansas,14,Republic,157
Kansas,14,Rice,159
Kansas,14,Riley,161
Kansas,14,Rooks,163
Kansas,14,Rush,165
Kansas,14,Russell,167
Kansas,14,Saline,169
Kansas,14,Scott,171
Kansas,14,Sedgwick,173
Kansas,14,Seward,175
Kansas,14,Shawnee,177
Kansas,14,Sheridan,179
Kansas,14,Sherman,181
Kansas,14,Smith,183
Kansas,14,Stafford,185
Kansas,14,Stanton,187
Kansas,14,Stevens,189
Kansas,14,Sumner,191
Kansas,14,Thomas,193
Kansas,14,Trego,195
Kansas,14,Wabaunsee,197
Kansas,14,Wallace,199
Kansas,14,Washington,201
Kansas,14,Wichita,203
Kansas,14,Wilson,205
Kansas,14,Woodson,207
Kansas,14,Wyandotte,209
Kentucky,15,Adair,1
Kentucky,15,Allen,3
Kentucky,15,Anderson,5
Kentucky,15,Ballard,7
Kentucky,15,Barren,9
Kentucky,15,Bath,11
Kentucky,15,Bell,13
Kentucky,15,Boone,15
Kentucky,15,Bourbon,17
Kentucky,15,Boyd,19
Kentucky,15,Boyle,21
Kentucky,15,Bracken,23
Kentucky,15,Breathitt,25
Kentucky,15,Breckinridge,27
Kentucky,15,Bullitt,29
Kentucky,15,Butler,31
