DataType,State,County,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
28,CA,Alameda,2005,39.8,44.9,46.0,44.7,51.6,53.6,59.6,58.1,53.6,50.2,45.8,43.5
28,CA,Alameda,2006,41.3,41.0,40.5,46.3,51.0,56.3,60.8,56.5,54.5,49.7,45.1,39.2
28,CA,Alameda,2007,35.7,42.2,44.5,45.6,49.6,53.3,57.8,58.2,55.4,49.5,44.8,38.8
28,CA,Alameda,2008,39.5,40.6,42.1,43.0,49.7,53.6,57.8,58.0,56.2,51.3,47.7,37.8
28,CA,Alameda,2009,39.7,41.7,42.8,44.6,51.4,54.7,56.9,57.7,57.7,50.6,42.8,38.8
28,CA,Alameda,2010,41.9,44.0,42.4,43.4,46.8,54.4,56.4,55.2,56.4,52.1,43.4,43.4
28,CA,Alameda,2011,39.9,38.5,43.7,44.6,47.3,52.7,57.0,56.5,56.7,52.3,42.9,37.2
28,CA,Alameda,2012,39.0,41.1,42.1,46.1,49.4,52.8,56.1,57.4,54.6,52.6,46.5,40.5
28,CA,Alameda,2013,36.6,38.2,44.4,48.2,51.2,55.8,58.4,58.0,56.6,49.1,45.2,36.4
28,CA,Alameda,2014,42.0,44.2,46.9,47.4,52.2,54.8,60.3,58.9,58.4,54.1,47.6,46.4
28,CA,Alameda,2015,41.5,46.0,47.4,46.4,49.5,56.8,60.5,59.7,58.3,55.9,41.6,39.2
28,CA,Alameda,2016,43.8,44.8,46.1,48.6,51.9,55.9,57.2,57.3,55.3,51.8,46.5,39.1
28,CA,Alameda,2017,39.4,43.9,45.6,46.7,50.9,55.8,59.2,60.2,58.9,51.1,46.7,39.5
28,CA,Alameda,2018,43.6,40.5,42.6,46.2,49.9,54.0,59.4,57.4,54.3,51.8,45.7,41.8
28,CA,Alameda,2019,43.2,39.0,43.1,48.8,49.1,56.2,57.8,60.0,56.8,49.5,45.0,43.4
28,CA,Alameda,2020,40.6,43.0,42.5,47.1,52.3,56.0,58.1,62.2,60.7,58.0,44.5,42.1
28,CA,Alameda,2021,41.3,42.0,41.0,45.9,50.3,56.1,59.8,59.6,57.4,51.0,48.2,40.3
28,CA,Alameda,2022,40.1,39.0,43.5,45.1,49.4,56.1,57.7,59.9,59.8,52.0,40.2,39.2
28,CA,Alameda,2023,40.9,37.4,40.0,44.6,49.7,52.7,58.7,60.3,55.3,52.0,44.9,43.8
28,CA,Alameda,2024,43.2,42.3,44.2,45.8,49.7,55.8,62.2,58.1,56.8,55.6,-99.9,-99.9
28,CA,Alpine,1970,22.8,21.9,20.4,20.5,34.2,40.9,50.1,48.4,38.3,32.2,29.8,17.2
28,CA,Alpine,1971,20.0,19.2,20.8,24.5,31.5,38.9,47.4,48.9,39.3,30.2,25.6,14.7
28,CA,Alpine,1972,15.8,21.6,26.7,25.5,34.5,42.2,48.7,46.5,40.3,34.1,25.0,17.3
28,CA,Alpine,1973,17.3,21.1,19.8,26.5,36.4,43.1,45.8,47.0,38.7,32.8,26.9,22.8
28,CA,Alpine,1974,20.3,18.1,24.3,22.8,32.7,40.7,46.8,46.0,42.8,33.1,26.1,19.5
28,CA,Alpine,1975,19.5,18.7,21.4,19.5,31.8,39.4,47.4,44.1,44.6,31.1,24.0,23.1
28,CA,Alpine,1976,20.0,19.3,18.9,23.7,36.4,40.0,46.4,40.2,41.0,32.2,27.4,18.3
28,CA,Alpine,1977,18.4,22.1,17.3,29.7,28.4,45.7,47.1,48.4,40.9,35.4,29.0,26.4
28,CA,Alpine,1978,24.0,21.3,27.8,25.2,31.7,39.4,46.6,46.4,39.4,36.0,23.1,15.0
28,CA,Alpine,1979,14.4,18.0,23.7,25.4,34.2,39.6,46.4,45.7,43.6,35.3,24.4,23.4
28,CA,Alpine,1980,23.9,24.5,20.3,27.1,31.6,38.0,48.3,46.1,41.5,35.1,28.8,25.6
28,CA,Alpine,1981,24.8,21.9,23.6,30.2,33.9,45.0,46.8,47.8,44.0,30.9,29.0,26.2
28,CA,Alpine,1982,15.7,21.4,21.7,24.1,32.7,38.5,46.8,48.1,40.6,32.2,25.0,20.6
28,CA,Alpine,1983,22.8,22.8,23.8,23.2,30.8,39.6,41.8,47.3,43.3,35.0,26.4,25.6
28,CA,Alpine,1984,21.6,19.4,25.3,24.5,36.5,39.2,50.0,48.1,44.1,29.8,24.7,17.1
28,CA,Alpine,1985,18.7,17.6,19.1,31.0,34.2,45.9,50.6,46.8,37.4,32.1,22.2,22.5
28,CA,Alpine,1986,27.6,24.6,27.4,27.5,33.4,42.5,45.5,49.7,36.3,32.7,28.2,23.3
28,CA,Alpine,1987,16.7,19.2,22.7,31.9,36.9,44.1,44.2,48.0,43.3,37.9,26.9,17.6
28,CA,Alpine,1988,19.9,22.2,24.0,29.6,33.1,41.9,50.9,48.9,42.4,38.8,26.6,18.1
28,CA,Alpine,1989,15.5,16.6,26.8,31.4,34.1,42.6,48.5,44.6,41.0,32.5,27.4,23.8
28,CA,Alpine,1990,20.0,14.6,24.9,31.8,33.1,41.7,49.0,46.6,43.3,36.0,25.5,14.7
28,CA,Alpine,1991,21.0,26.6,18.8,24.8,29.5,38.8,48.9,47.7,44.4,36.7,27.6,21.7
28,CA,Alpine,1992,21.6,25.5,26.3,33.2,39.3,41.7,46.3,49.2,42.6,36.8,25.0,17.0
28,CA,Alpine,1993,17.3,19.4,28.6,28.0,35.3,38.3,43.9,45.4,41.7,35.3,25.0,20.0
28,CA,Alpine,1994,22.8,18.3,27.2,28.8,35.8,43.5,50.2,49.4,42.0,32.0,18.0,21.1
28,CA,Alpine,1995,25.0,26.8,23.0,25.2,32.2,37.8,45.3,46.6,43.6,35.6,32.7,24.5
28,CA,Alpine,1996,25.0,24.7,23.5,27.8,35.2,41.8,50.7,48.4,40.6,32.9,27.4,26.1
28,CA,Alpine,1997,21.6,20.5,27.1,27.5,38.1,41.7,46.2,48.0,43.2,32.3,28.1,18.4
28,CA,Alpine,1998,23.4,20.0,23.2,24.6,28.8,38.3,47.7,49.2,43.1,31.2,26.6,17.4
28,CA,Alpine,1999,23.1,19.9,22.3,24.0,32.9,40.5,47.8,44.2,42.2,36.3,29.3,21.2
28,CA,Alpine,2000,25.0,24.5,24.0,30.1,36.5,43.6,45.8,48.0,41.4,33.6,22.2,25.0
28,CA,Alpine,2001,18.5,17.9,26.6,25.2,39.5,44.4,48.2,51.0,44.4,37.1,28.0,21.9
28,CA,Alpine,2002,18.6,21.5,20.1,28.5,32.9,41.8,50.8,46.3,42.8,32.0,26.9,21.8
28,CA,Alpine,2003,28.4,19.0,25.3,24.1,34.1,42.1,50.8,48.7,44.5,38.4,23.4,22.7
28,CA,Alpine,2004,20.3,19.7,28.5,29.8,34.1,41.6,49.4,47.6,41.4,33.2,24.3,22.6
28,CA,Alpine,2005,22.0,24.0,24.6,25.7,35.3,38.0,51.5,48.5,38.8,34.8,29.2,26.8
28,CA,Alpine,2006,23.1,20.3,19.6,28.3,35.8,44.7,51.1,45.9,41.1,32.6,28.5,22.3
28,CA,Alpine,2007,16.5,23.5,27.0,29.4,36.0,42.5,50.7,49.8,39.7,33.1,28.7,19.8
28,CA,Alpine,2008,18.9,20.4,23.2,26.4,34.4,41.1,49.3,49.8,42.7,34.3,30.2,20.6
28,CA,Alpine,2009,22.9,21.8,21.5,26.5,38.3,40.1,50.0,46.4,45.2,32.2,27.4,18.6
28,CA,Alpine,2010,24.0,24.0,21.9,23.5,28.7,41.9,48.4,45.1,42.1,36.4,24.2,25.1
28,CA,Alpine,2011,22.7,16.5,24.3,25.7,29.8,37.9,45.6,46.4,45.3,35.9,26.0,20.2
28,CA,Alpine,2012,25.3,21.0,24.7,28.6,34.7,41.6,48.4,50.5,45.8,36.3,29.2,18.0
28,CA,Alpine,2013,17.4,18.6,27.5,29.6,34.2,44.2,50.9,46.7,42.8,31.6,28.3,19.1
28,CA,Alpine,2014,26.6,25.9,26.5,29.2,36.0,43.1,51.2,47.8,45.0,38.0,30.3,25.5
28,CA,Alpine,2015,27.7,29.3,29.7,28.6,36.3,46.7,47.3,48.6,45.6,39.5,22.2,20.2
28,CA,Alpine,2016,22.9,26.2,27.8,31.0,34.8,45.7,49.0,48.9,42.4,36.3,29.4,22.6
28,CA,Alpine,2017,20.5,23.6,26.9,27.9,35.7,43.8,50.9,50.4,41.6,33.6,31.8,25.4
28,CA,Alpine,2018,28.0,18.7,22.3,29.2,37.1,43.5,52.7,49.2,44.0,34.0,28.6,22.6
28,CA,Alpine,2019,24.3,16.3,22.9,31.2,32.6,41.3,47.8,49.2,41.0,29.9,28.5,24.5
28,CA,Alpine,2020,24.1,22.8,22.8,30.1,36.1,41.1,48.7,51.6,46.6,38.5,26.4,23.1
28,CA,Alpine,2021,23.2,21.1,21.6,29.9,35.4,47.7,53.5,49.5,44.8,33.5,33.0,23.2
28,CA,Alpine,2022,22.2,20.4,27.3,28.5,33.2,43.2,51.4,51.7,46.7,37.0,21.6,21.2
28,CA,Alpine,2023,18.3,17.3,19.5,27.7,35.7,40.3,52.3,48.8,43.3,36.7,28.5,28.2
28,CA,Alpine,2024,25.0,23.2,24.6,29.0,35.1,47.6,52.8,48.6,45.4,39.3,-99.9,-99.9
28,CA,Amador,1970,38.3,37.7,37.3,35.9,47.6,53.9,59.9,57.1,51.9,45.5,42.3,34.4
28,CA,Amador,1971,33.8,33.6,36.0,38.5,44.2,50.3,58.9,59.6,53.3,42.9,37.2,31.0
28,CA,Amador,1972,30.9,36.5,40.8,39.8,47.5,54.2,58.7,57.4,51.8,46.6,37.6,30.6
28,CA,Amador,1973,33.0,38.0,35.2,41.2,50.0,55.1,57.5,56.7,52.1,45.7,39.4,36.9
28,CA,Amador,1974,34.8,33.3,39.1,38.4,44.9,53.2,57.6,57.4,55.1,48.5,39.0,34.0
28,CA,Amador,1975,32.6,35.2,36.2,35.0,45.4,51.4,56.3,55.6,56.5,44.1,37.0,34.7
28,CA,Amador,1976,32.8,35.6,34.2,37.6,47.9,51.4,58.2,53.8,54.7,47.4,41.6,32.9
28,CA,Amador,1977,32.6,36.4,32.9,42.0,42.1,57.2,58.4,59.5,54.1,48.1,39.0,38.9
28,CA,Amador,1978,38.9,37.7,43.2,40.2,46.2,51.2,58.4,58.0,52.3,49.4,36.8,30.0
28,CA,Amador,1979,32.3,33.5,38.7,40.1,48.0,52.5,57.7,56.0,55.5,47.6,39.0,36.4
28,CA,Amador,1980,37.7,39.0,35.9,41.7,44.4,49.1,58.7,55.9,53.1,48.0,39.6,37.1
28,CA,Amador,1981,37.6,37.0,37.7,42.2,47.2,56.7,57.2,57.7,54.6,43.9,42.2,38.3
28,CA,Amador,1982,30.8,35.9,36.8,39.3,46.1,50.4,56.3,57.0,52.3,46.4,37.3,33.8
28,CA,Amador,1983,34.9,38.2,39.1,38.0,45.6,50.9,53.5,58.2,55.9,48.6,39.3,39.0
28,CA,Amador,1984,36.3,35.0,39.6,38.8,49.4,52.5,61.5,58.5,57.2,43.4,37.5,32.3
28,CA,Amador,1985,32.2,33.9,33.6,43.6,45.0,56.3,61.0,55.6,51.6,45.7,37.5,34.0
28,CA,Amador,1986,40.4,39.9,42.0,41.5,46.2,53.6,56.4,57.8,49.5,46.2,39.2,35.4
28,CA,Amador,1987,32.0,34.9,37.2,44.4,50.0,54.4,53.6,57.6,54.5,51.2,38.5,33.7
28,CA,Amador,1988,35.0,36.1,37.8,42.7,44.6,52.2,61.5,58.6,54.2,49.8,40.0,33.3
28,CA,Amador,1989,31.1,32.3,40.2,44.8,45.8,53.0,57.0,55.2,52.8,45.8,39.5,33.6
28,CA,Amador,1990,33.3,31.1,38.4,44.6,45.8,51.4,59.4,57.2,53.8,48.5,37.5,28.7
28,CA,Amador,1991,33.1,39.6,34.4,38.6,43.2,50.3,59.4,55.6,58.2,51.6,41.2,34.4
28,CA,Amador,1992,33.4,40.4,40.5,44.4,52.4,53.4,56.8,59.9,54.4,49.6,38.7,31.1
28,CA,Amador,1993,33.0,35.0,41.8,40.7,46.4,51.9,56.0,56.0,54.3,49.0,38.7,33.6
28,CA,Amador,1994,35.9,33.8,39.7,41.6,46.9,52.5,59.0,58.1,53.8,44.9,32.9,33.6
28,CA,Amador,1995,38.9,39.6,37.9,39.4,45.3,50.0,56.0,57.5,54.1,48.1,44.0,38.2
28,CA,Amador,1996,36.9,39.3,39.0,42.5,47.5,54.0,61.6,59.7,52.4,45.2,40.7,38.5
28,CA,Amador,1997,35.7,36.0,40.6,41.7,51.3,53.2,58.0,57.2,55.9,45.3,42.1,33.9
28,CA,Amador,1998,36.8,36.3,38.2,38.7,40.7,49.9,59.0,60.5,54.4,44.3,38.3,31.1
28,CA,Amador,1999,34.7,34.6,35.0,39.0,44.6,51.4,56.4,55.5,56.5,50.8,41.6,35.3
28,CA,Amador,2000,36.9,38.1,38.4,43.2,47.9,56.2,55.6,58.4,53.3,45.7,35.2,37.4
28,CA,Amador,2001,33.4,34.0,41.0,37.8,54.2,55.3,57.7,58.7,54.9,50.3,41.4,34.9
28,CA,Amador,2002,31.9,37.4,36.5,42.0,45.7,54.2,60.2,56.8,54.6,46.1,41.4,35.5
28,CA,Amador,2003,40.4,34.8,39.0,37.4,46.8,54.4,62.7,57.4,57.4,51.0,36.6,36.6
28,CA,Amador,2004,35.2,35.9,43.4,43.7,46.8,53.5,58.8,58.1,53.0,45.5,37.0,36.6
28,CA,Amador,2005,36.0,38.9,40.2,39.9,48.0,50.0,62.2,60.2,50.6,46.1,41.9,37.8
28,CA,Amador,2006,35.7,36.7,32.4,41.2,49.8,57.0,63.2,57.2,54.8,45.4,39.7,35.1
28,CA,Amador,2007,31.4,36.6,41.5,42.0,48.5,53.8,58.8,59.1,51.0,45.0,42.1,32.4
28,CA,Amador,2008,32.5,35.4,37.9,38.8,48.0,54.8,59.6,60.1,56.1,48.3,43.0,32.7
28,CA,Amador,2009,37.6,36.1,37.0,40.0,51.5,51.8,60.0,58.1,57.3,44.7,39.6,33.2
28,CA,Amador,2010,37.1,37.9,37.0,37.5,41.9,53.1,58.6,55.6,54.8,48.7,37.7,37.3
28,CA,Amador,2011,36.0,32.8,37.0,39.0,42.4,50.5,56.6,56.8,56.7,48.1,37.7,32.8
28,CA,Amador,2012,36.8,35.6,36.7,41.7,47.9,51.8,58.1,61.9,58.2,48.1,42.2,33.5
28,CA,Amador,2013,32.9,34.1,41.4,44.8,48.8,56.0,62.2,57.7,53.3,46.1,42.2,34.7
28,CA,Amador,2014,41.5,39.5,42.0,44.1,49.5,55.5,62.4,59.6,56.4,51.0,43.0,38.2
28,CA,Amador,2015,40.4,43.4,44.9,42.8,46.7,58.5,59.2,58.9,57.2,52.4,36.1,32.5
28,CA,Amador,2016,36.4,41.5,40.9,44.5,48.4,56.7,59.6,60.0,53.9,47.0,41.8,34.6
28,CA,Amador,2017,33.5,37.5,41.3,41.7,49.0,56.9,63.1,63.1,55.1,48.3,42.6,38.6
28,CA,Amador,2018,40.0,35.3,37.0,42.0,48.0,55.0,64.2,59.5,55.2,49.1,43.7,35.9
28,CA,Amador,2019,38.1,30.7,37.6,45.2,44.5,56.0,59.3,60.6,52.8,46.0,43.3,37.1
28,CA,Amador,2020,36.0,39.1,37.1,43.4,49.3,54.6,60.6,63.6,60.5,54.6,40.2,37.4
28,CA,Amador,2021,36.2,36.7,36.0,43.1,49.6,58.0,64.5,62.0,57.7,45.5,44.6,35.3
28,CA,Amador,2022,35.1,34.6,40.3,41.4,46.5,55.4,60.5,61.4,59.3,49.6,34.7,34.4
28,CA,Amador,2023,33.8,32.6,33.9,41.3,48.4,51.6,62.6,60.8,53.4,49.4,41.9,39.8
28,CA,Amador,2024,37.0,37.0,38.0,42.1,49.5,58.8,66.3,59.7,57.9,53.0,-99.9,-99.9
28,CA,Butte,1970,40.4,39.7,40.2,38.5,51.4,57.4,61.7,58.1,53.8,46.8,44.0,35.9
28,CA,Butte,1971,35.1,34.3,37.9,40.7,47.5,54.4,62.2,61.8,55.4,44.8,38.8,31.5
28,CA,Butte,1972,31.7,38.8,43.2,42.2,49.8,56.8,60.6,60.1,53.1,48.5,39.5,30.9
28,CA,Butte,1973,33.2,40.2,37.0,43.5,53.6,58.8,61.4,58.2,54.2,47.1,40.5,38.4
28,CA,Butte,1974,34.9,35.2,41.0,40.6,48.8,56.9,60.1,59.7,56.4,49.6,39.5,34.7
28,CA,Butte,1975,32.9,36.9,38.7,37.6,49.3,55.9,59.0,58.0,57.4,45.6,38.0,36.5
28,CA,Butte,1976,34.1,37.8,36.6,39.7,50.6,53.9,60.2,55.5,55.1,48.5,43.1,33.5
28,CA,Butte,1977,33.1,38.4,36.0,44.8,44.8,59.4,59.4,61.1,54.5,48.8,39.8,39.9
28,CA,Butte,1978,40.6,39.9,44.7,42.1,49.8,54.8,61.2,59.9,52.8,50.8,37.4,30.8
28,CA,Butte,1979,34.1,36.4,41.2,41.9,50.9,54.9,59.9,57.4,57.6,49.1,40.0,36.7
28,CA,Butte,1980,38.6,41.8,38.6,43.8,47.7,50.8,60.4,57.2,54.3,48.2,41.4,38.8
28,CA,Butte,1981,39.0,39.2,40.1,45.6,50.8,59.9,58.9,59.0,56.4,45.7,43.7,39.4
28,CA,Butte,1982,31.6,37.9,39.2,40.9,50.2,54.0,58.6,58.5,54.8,47.5,38.9,35.5
28,CA,Butte,1983,37.5,41.2,42.5,41.5,49.8,55.0,56.6,60.6,57.0,50.2,40.9,38.5
28,CA,Butte,1984,37.1,36.7,42.9,42.0,52.2,55.5,64.1,59.8,57.9,45.9,39.5,34.1
28,CA,Butte,1985,32.5,36.5,36.2,46.0,48.0,59.6,63.4,57.9,52.6,47.4,37.0,35.1
28,CA,Butte,1986,41.2,42.3,44.5,43.5,49.5,57.7,59.5,59.4,50.5,47.6,40.1,35.5
28,CA,Butte,1987,33.1,37.7,40.3,46.7,53.3,58.3,56.6,59.3,54.9,52.3,41.0,36.4
28,CA,Butte,1988,36.9,38.8,40.0,45.7,47.5,55.4,63.8,59.5,54.9,49.3,41.0,34.9
28,CA,Butte,1989,31.4,33.8,43.4,47.0,49.0,56.4,59.0,57.1,53.6,46.2,40.0,34.5
28,CA,Butte,1990,34.5,32.1,40.7,47.0,49.3,54.5,62.0,59.6,54.9,49.4,38.0,29.2
28,CA,Butte,1991,33.5,40.8,36.9,41.2,46.6,53.5,62.2,57.3,57.3,52.6,41.6,35.4
28,CA,Butte,1992,34.4,43.3,43.1,46.8,55.4,56.7,59.8,60.5,55.5,50.9,40.3,34.1
28,CA,Butte,1993,34.4,37.6,45.2,43.6,50.1,55.4,59.0,58.0,54.9,50.4,38.4,35.0
28,CA,Butte,1994,36.7,35.8,41.4,44.4,50.4,55.1,61.2,58.0,55.4,46.3,34.9,34.9
28,CA,Butte,1995,41.6,41.2,40.4,42.2,48.6,53.9,59.4,59.2,55.7,48.7,44.5,39.5
28,CA,Butte,1996,37.7,41.4,40.9,44.1,49.7,57.4,64.1,61.5,53.6,46.8,42.5,40.6
28,CA,Butte,1997,37.7,37.8,42.4,45.0,54.4,57.0,60.7,59.4,56.9,46.9,43.8,35.6
28,CA,Butte,1998,39.8,38.8,40.5,42.2,45.4,54.3,61.4,60.6,57.8,46.2,40.6,32.5
28,CA,Butte,1999,35.8,36.6,37.7,41.4,47.9,53.9,57.5,58.1,56.9,48.9,43.0,35.0
28,CA,Butte,2000,38.0,40.2,40.4,45.4,50.7,58.6,57.2,59.4,55.2,47.3,36.5,36.8
28,CA,Butte,2001,34.1,36.0,42.6,40.6,55.6,57.2,59.3,59.5,56.6,51.4,43.8,38.0
28,CA,Butte,2002,34.0,37.9,37.7,44.4,49.5,57.4,61.5,58.9,56.0,46.8,42.4,38.3
28,CA,Butte,2003,42.1,37.0,41.4,40.1,49.1,57.9,64.1,59.1,57.8,50.9,38.6,37.6
28,CA,Butte,2004,35.6,37.8,45.2,45.6,50.2,57.1,60.9,59.6,55.0,47.6,39.3,37.3
28,CA,Butte,2005,36.7,40.7,42.6,41.5,50.1,52.1,64.1,60.9,52.2,47.3,42.0,38.6
28,CA,Butte,2006,38.4,37.1,36.8,43.9,52.3,59.6,64.8,58.6,54.9,46.4,41.2,35.7
28,CA,Butte,2007,32.1,38.7,43.2,43.5,50.6,55.8,60.7,59.8,53.5,46.6,42.5,34.3
28,CA,Butte,2008,34.7,36.2,39.1,41.0,51.6,57.1,61.7,61.7,56.6,49.0,44.2,33.5
28,CA,Butte,2009,37.0,38.1,39.3,42.8,53.2,55.8,60.8,60.2,58.5,46.6,40.5,34.1
28,CA,Butte,2010,39.1,40.2,39.0,39.8,44.6,56.8,61.0,57.7,55.5,50.3,39.6,39.4
28,CA,Butte,2011,35.9,34.8,40.2,41.7,45.7,54.5,59.6,58.8,58.7,49.0,38.9,34.4
28,CA,Butte,2012,36.5,36.8,37.9,43.6,50.1,54.3,59.1,61.4,57.8,49.1,43.0,35.8
28,CA,Butte,2013,33.0,35.0,41.5,45.9,51.3,58.0,62.3,58.4,54.0,45.7,42.2,33.9
28,CA,Butte,2014,40.3,40.4,43.3,45.9,52.3,58.2,63.8,61.1,58.3,51.3,43.7,41.4
28,CA,Butte,2015,39.6,43.0,45.0,44.6,50.2,61.0,62.3,60.0,57.0,53.1,37.7,35.1
28,CA,Butte,2016,38.4,41.3,43.0,47.1,52.0,57.6,60.5,59.9,56.0,48.8,42.8,35.0
28,CA,Butte,2017,35.3,39.9,42.2,43.6,52.2,60.1,63.7,63.8,57.6,47.8,43.3,37.6
28,CA,Butte,2018,40.5,35.6,38.5,44.2,51.4,57.3,65.0,60.0,55.2,49.7,41.4,37.7
28,CA,Butte,2019,39.7,35.0,40.7,48.6,48.9,59.7,61.8,62.5,55.9,45.3,42.6,39.3
28,CA,Butte,2020,37.9,38.6,39.2,46.2,52.5,58.6,61.9,64.0,60.2,52.6,40.2,36.9
28,CA,Butte,2021,38.6,38.5,38.3,45.6,52.7,60.5,65.2,62.2,58.2,47.7,44.4,36.7
28,CA,Butte,2022,36.4,36.2,42.0,43.6,50.2,58.5,61.3,63.5,61.3,51.0,37.9,36.4
28,CA,Butte,2023,35.9,33.8,35.5,43.3,51.0,55.5,63.7,62.9,54.3,49.9,42.8,40.3
28,CA,Butte,2024,38.6,38.4,40.0,44.5,51.8,61.2,68.8,60.5,58.8,53.2,-99.9,-99.9
28,CA,Calaveras,1970,38.4,37.9,37.6,36.1,47.6,54.3,60.3,57.3,51.8,45.7,41.9,34.8
28,CA,Calaveras,1971,33.8,33.8,36.2,38.6,44.5,50.6,59.3,60.1,53.6,42.7,36.7,30.9
28,CA,Calaveras,1972,31.1,36.7,40.7,40.2,47.9,54.6,59.4,57.5,51.9,46.8,37.8,30.4
28,CA,Calaveras,1973,33.3,38.6,35.7,41.5,50.3,55.5,58.2,57.2,52.5,45.8,39.6,36.9
28,CA,Calaveras,1974,35.0,33.2,39.6,38.8,45.2,53.8,58.6,57.9,55.7,48.8,39.2,34.0
28,CA,Calaveras,1975,32.7,35.7,36.4,35.2,45.9,52.1,57.1,55.8,56.7,44.4,36.8,34.3
28,CA,Calaveras,1976,32.5,35.7,34.3,38.1,47.9,51.5,58.7,54.5,55.4,47.6,41.3,32.3
28,CA,Calaveras,1977,32.8,36.7,33.6,42.7,42.3,57.2,58.8,60.0,54.4,48.0,38.7,38.9
28,CA,Calaveras,1978,39.1,37.9,43.6,41.0,46.4,51.7,58.8,57.9,52.5,49.5,36.7,30.0
