DataType,State,County,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,CA,Amador,1976,0.56,2.94,1.93,1.99,0.28,0.09,0.1,0.47,0.96,0.37,1.64,0.28
1,CA,Amador,1977,2.17,2.11,2.03,0.38,3.04,0.15,0.11,0.01,0.49,0.16,3.92,8.62
1,CA,Amador,1978,11.2,5.85,7.67,7.39,0.23,0.24,0.01,0.02,2.65,0.03,3.34,3.08
1,CA,Amador,1979,8.08,8.31,6.19,1.96,1.17,0.01,0.2,0.11,0.01,3.35,4.62,5.49
1,CA,Amador,1980,11.75,9.14,3.36,2.64,1.38,0.26,0.23,0.08,0.14,0.64,0.76,2.68
1,CA,Amador,1981,8.26,2.16,6.21,1.87,1.15,0.01,0.03,0.0,0.44,3.86,9.64,8.14
1,CA,Amador,1982,9.37,6.27,11.05,6.5,0.21,0.61,0.05,0.05,3.08,5.88,8.95,7.24
1,CA,Amador,1983,9.56,9.22,13.23,6.06,1.09,0.28,0.03,0.32,1.5,1.71,14.52,11.37
1,CA,Amador,1984,0.45,4.72,3.24,2.02,0.56,0.76,0.09,0.03,0.16,3.26,9.02,2.22
1,CA,Amador,1985,1.44,3.27,6.38,0.39,0.02,0.29,0.06,0.14,1.49,1.74,7.14,3.92
1,CA,Amador,1986,5.26,17.66,8.22,1.77,0.96,0.03,0.14,0.01,2.35,0.13,0.62,1.35
1,CA,Amador,1987,3.93,5.06,5.62,0.44,0.79,0.11,0.01,0.04,0.02,1.23,2.49,5.2
1,CA,Amador,1988,4.46,0.63,1.19,3.68,0.95,0.39,0.04,0.02,0.09,0.02,5.8,4.56
1,CA,Amador,1989,1.66,2.72,9.78,1.55,0.69,0.32,0.0,0.21,2.75,3.93,2.97,0.02
1,CA,Amador,1990,5.21,3.96,2.82,2.33,3.54,0.05,0.16,0.11,0.2,0.56,1.32,1.53
1,CA,Amador,1991,0.48,2.34,14.25,1.36,1.77,1.12,0.05,0.18,0.15,4.08,1.68,2.78
1,CA,Amador,1992,2.07,7.99,4.55,0.86,0.11,1.03,0.24,0.07,0.09,2.84,0.5,11.31
1,CA,Amador,1993,12.32,8.44,5.6,2.03,2.44,1.03,0.0,0.0,0.0,1.15,2.45,3.54
1,CA,Amador,1994,2.87,5.98,0.74,3.13,2.03,0.01,0.0,0.0,0.49,1.53,7.54,4.99
1,CA,Amador,1995,15.24,0.94,15.79,5.47,4.57,1.65,0.04,0.01,0.0,0.0,0.32,8.33
1,CA,Amador,1996,9.39,8.73,5.25,3.56,5.25,0.77,0.04,0.03,0.17,1.79,6.12,16.05
1,CA,Amador,1997,15.02,0.98,0.49,1.03,0.51,1.1,0.03,0.15,0.13,1.91,5.22,3.23
1,CA,Amador,1998,12.39,14.78,6.68,4.17,6.36,1.1,0.05,0.02,1.14,0.78,5.12,2.92
1,CA,Amador,1999,7.9,10.87,3.05,2.87,0.96,0.35,0.01,0.16,0.07,1.03,4.34,0.78
1,CA,Amador,2000,11.28,12.87,2.04,2.42,3.5,0.65,0.0,0.09,1.03,4.53,1.7,1.41
1,CA,Amador,2001,4.48,6.01,2.57,4.1,0.08,0.07,0.04,0.0,0.4,0.97,5.04,9.65
1,CA,Amador,2002,3.39,3.19,5.59,1.45,1.78,0.01,0.03,0.01,0.05,0.04,4.42,10.55
1,CA,Amador,2003,1.37,2.45,3.2,8.05,1.39,0.03,0.06,0.39,0.07,0.1,3.19,10.33
1,CA,Amador,2004,3.75,7.67,1.41,0.41,0.44,0.03,0.01,0.02,0.42,5.88,3.68,7.15
1,CA,Amador,2005,9.35,4.34,9.01,2.41,4.15,1.25,0.02,0.05,0.64,0.67,2.13,15.05
1,CA,Amador,2006,7.02,3.61,10.34,9.94,1.29,0.03,0.03,0.01,0.03,0.72,2.87,4.81
1,CA,Amador,2007,1.52,9.02,1.4,2.74,0.69,0.08,0.05,0.02,0.4,1.58,1.16,5.17
1,CA,Amador,2008,10.01,4.45,0.66,0.25,0.81,0.0,0.01,0.0,0.0,1.12,3.2,4.52
1,CA,Amador,2009,3.8,6.86,5.13,1.62,2.65,0.32,0.01,0.03,0.14,3.04,1.17,5.83
1,CA,Amador,2010,7.61,4.78,4.7,6.65,3.02,0.1,0.01,0.04,0.01,5.55,7.27,12.33
1,CA,Amador,2011,2.89,6.73,11.73,1.72,2.85,2.12,0.07,0.01,0.39,3.09,1.42,0.11
1,CA,Amador,2012,4.88,1.92,8.89,5.21,0.24,0.56,0.16,0.05,0.16,1.55,6.45,10.53
1,CA,Amador,2013,1.34,0.71,2.89,1.56,1.0,0.74,0.02,0.02,1.18,0.28,1.7,0.81
1,CA,Amador,2014,1.45,8.87,4.66,2.6,0.65,0.03,0.13,0.07,0.93,0.72,3.2,7.98
1,CA,Amador,2015,0.14,5.36,0.83,3.09,1.39,0.27,0.18,0.02,0.07,1.89,5.26,8.16
1,CA,Amador,2016,9.96,1.61,7.88,3.38,0.87,0.01,0.0,0.02,0.05,7.44,3.49,6.3
1,CA,Amador,2017,18.68,16.23,4.71,5.82,0.74,0.69,0.0,0.14,0.41,0.53,7.35,0.64
1,CA,Amador,2018,5.62,1.0,12.02,4.16,0.87,0.01,0.04,0.02,0.01,0.6,6.51,3.18
1,CA,Amador,2019,8.17,14.48,7.18,2.14,5.69,0.08,0.03,0.0,1.13,0.03,2.08,7.64
1,CA,Amador,2020,2.4,0.06,7.1,3.43,2.24,0.15,0.03,0.04,0.05,0.01,2.04,2.77
1,CA,Amador,2021,6.55,2.67,3.28,0.35,0.23,0.15,0.06,0.01,0.27,8.82,1.11,11.03
1,CA,Amador,2022,0.28,0.37,1.42,3.74,0.2,0.47,0.01,0.16,1.12,0.06,3.65,17.26
1,CA,Amador,2023,14.07,5.22,12.38,0.37,1.22,0.32,0.0,0.37,0.45,1.19,2.4,3.48
1,CA,Amador,2024,6.32,8.68,8.33,2.12,1.45,0.01,0.07,0.07,0.08,0.45,-9.99,-9.99
1,CA,Butte,1970,21.44,3.89,4.36,1.04,0.26,1.12,0.01,0.0,0.01,2.81,12.49,11.52
1,CA,Butte,1971,4.13,0.47,7.27,1.48,1.72,0.81,0.01,0.05,0.87,0.38,3.57,7.48
1,CA,Butte,1972,3.54,3.8,1.69,3.35,1.09,0.61,0.0,0.05,1.13,3.82,9.32,5.75
1,CA,Butte,1973,16.2,11.61,5.35,0.39,0.5,0.15,0.04,0.03,1.01,4.12,18.76,9.07
1,CA,Butte,1974,9.03,4.05,14.09,3.07,0.25,0.29,0.2,0.03,0.0,2.36,2.35,5.44
1,CA,Butte,1975,2.61,13.24,10.58,3.12,0.3,0.3,0.16,0.65,0.11,5.1,2.31,2.27
1,CA,Butte,1976,0.85,4.19,1.8,2.79,0.02,0.15,0.02,0.79,0.97,0.2,1.64,0.74
1,CA,Butte,1977,3.33,2.6,2.48,0.47,3.1,0.09,0.07,0.16,2.32,0.52,4.22,9.22
1,CA,Butte,1978,18.36,8.0,10.28,8.37,0.72,0.19,0.1,0.05,2.01,0.0,3.62,2.27
1,CA,Butte,1979,8.96,10.83,6.08,3.37,1.46,0.11,0.08,0.68,0.24,5.74,4.91,8.2
1,CA,Butte,1980,11.51,12.91,3.27,2.74,1.72,0.66,0.14,0.03,0.25,1.07,1.29,6.53
1,CA,Butte,1981,8.92,2.86,7.28,2.02,1.37,0.03,0.0,0.0,1.34,6.21,16.85,11.01
1,CA,Butte,1982,6.94,5.15,10.92,7.81,0.19,1.03,0.1,0.09,1.73,6.07,9.97,7.37
1,CA,Butte,1983,10.07,12.93,18.06,6.44,0.83,0.74,0.09,0.12,1.47,2.15,14.55,16.88
1,CA,Butte,1984,0.67,4.85,3.69,2.34,0.48,0.9,0.01,0.75,0.31,3.44,11.86,2.6
1,CA,Butte,1985,1.31,3.59,5.72,0.41,0.11,0.04,0.03,0.08,2.77,1.49,7.35,3.78
1,CA,Butte,1986,9.58,18.37,8.29,2.03,1.43,0.11,0.02,0.0,3.13,0.8,0.82,2.55
1,CA,Butte,1987,5.78,5.53,9.1,0.48,0.3,0.04,0.11,0.0,0.01,1.16,4.49,11.69
1,CA,Butte,1988,7.86,0.56,1.08,4.11,2.38,0.81,0.01,0.0,0.01,0.06,10.48,5.34
1,CA,Butte,1989,2.58,2.28,15.23,1.94,0.58,0.47,0.0,0.11,2.93,5.57,2.38,0.02
1,CA,Butte,1990,8.45,4.42,2.96,0.98,5.97,0.11,0.03,0.18,0.3,1.14,1.44,1.81
1,CA,Butte,1991,1.14,3.55,19.22,1.39,1.59,0.98,0.01,0.07,0.01,2.51,1.68,4.83
1,CA,Butte,1992,3.62,11.83,5.77,2.72,0.13,1.88,0.03,0.02,0.0,4.15,0.84,11.65
1,CA,Butte,1993,17.13,11.15,5.37,3.31,3.06,1.89,0.0,0.57,0.0,1.91,3.15,6.31
1,CA,Butte,1994,3.92,8.1,1.03,2.75,2.17,0.09,0.0,0.0,0.1,1.1,7.42,8.27
1,CA,Butte,1995,26.17,1.62,20.35,6.54,4.01,2.67,0.04,0.0,0.0,0.0,0.25,11.82
1,CA,Butte,1996,9.4,11.21,4.14,5.23,5.75,0.32,0.03,0.0,0.63,2.98,4.96,19.15
1,CA,Butte,1997,16.11,0.51,2.58,1.65,0.68,1.14,0.07,0.73,0.56,3.54,10.12,3.98
1,CA,Butte,1998,17.52,20.26,6.04,4.87,7.03,1.36,0.01,0.0,0.55,1.99,10.11,3.58
1,CA,Butte,1999,5.51,11.2,3.91,2.51,0.4,0.53,0.0,0.17,0.01,1.96,5.14,1.11
1,CA,Butte,2000,9.81,16.67,4.81,3.05,1.76,0.58,0.0,0.0,0.59,5.56,1.69,1.82
1,CA,Butte,2001,6.74,9.27,3.33,3.31,0.04,0.35,0.02,0.0,0.53,2.29,8.73,12.55
1,CA,Butte,2002,5.82,2.59,4.79,1.43,1.8,0.0,0.02,0.0,0.0,0.0,4.73,19.96
1,CA,Butte,2003,6.39,3.25,4.79,9.14,2.16,0.01,0.01,0.62,0.01,0.18,4.78,13.5
1,CA,Butte,2004,5.63,11.63,1.98,0.83,0.71,0.05,0.0,0.01,0.18,6.56,2.4,9.33
1,CA,Butte,2005,7.45,4.06,6.92,2.95,6.39,2.19,0.0,0.0,0.16,1.84,5.35,20.29
1,CA,Butte,2006,7.53,6.37,13.57,9.89,0.9,0.17,0.0,0.01,0.0,0.22,4.53,7.28
1,CA,Butte,2007,0.5,11.06,1.04,2.95,0.82,0.28,0.17,0.0,0.89,2.58,1.23,6.59
1,CA,Butte,2008,11.0,5.8,0.77,0.62,0.22,0.02,0.0,0.02,0.0,2.58,4.07,4.68
1,CA,Butte,2009,3.11,12.01,4.83,0.66,3.06,0.75,0.0,0.04,0.59,3.41,2.05,5.18
1,CA,Butte,2010,12.99,5.89,3.96,7.83,2.35,0.12,0.01,0.05,0.13,5.12,6.11,13.34
1,CA,Butte,2011,2.21,8.18,13.31,1.25,4.77,2.76,0.0,0.0,0.14,3.55,2.24,0.32
1,CA,Butte,2012,7.48,2.66,11.54,4.99,0.14,0.59,0.01,0.01,0.0,2.18,9.94,13.92
1,CA,Butte,2013,1.19,0.87,2.57,0.93,0.76,1.42,0.0,0.03,1.26,0.45,2.22,0.49
1,CA,Butte,2014,0.84,10.04,9.06,1.36,0.51,0.0,0.03,0.49,0.72,1.88,4.36,14.43
1,CA,Butte,2015,0.21,4.58,0.58,2.24,0.29,0.22,0.06,0.07,0.27,0.64,3.8,7.78
1,CA,Butte,2016,14.46,1.94,12.92,1.92,0.99,0.52,0.0,0.0,0.01,9.1,4.22,9.88
1,CA,Butte,2017,16.25,15.79,5.65,6.4,0.38,0.92,0.0,0.01,0.41,0.7,9.49,0.41
1,CA,Butte,2018,6.19,0.62,10.05,5.39,0.52,0.02,0.01,0.0,0.0,0.99,6.08,4.64
1,CA,Butte,2019,12.01,19.53,9.06,2.64,5.13,0.12,0.0,0.01,1.54,0.06,1.44,8.56
1,CA,Butte,2020,4.06,0.04,3.53,1.92,3.64,0.22,0.01,0.04,0.0,0.0,2.35,3.35
1,CA,Butte,2021,5.03,3.38,4.22,0.51,0.05,0.06,0.0,0.0,0.38,8.93,2.35,10.87
1,CA,Butte,2022,0.9,0.09,1.42,3.79,0.53,1.26,0.0,0.01,1.72,0.0,3.66,11.43
1,CA,Butte,2023,14.18,4.61,13.52,1.34,1.53,0.43,0.0,0.34,1.04,1.23,2.19,5.99
1,CA,Butte,2024,9.56,10.31,6.76,1.79,2.23,0.0,0.0,0.53,0.03,0.7,-9.99,-9.99
1,CA,Calaveras,1970,13.7,3.0,3.7,2.34,0.01,1.31,0.0,0.0,0.07,1.1,9.5,9.58
1,CA,Calaveras,1971,2.88,1.0,4.65,1.1,1.51,0.48,0.0,0.0,0.63,0.46,4.39,8.65
1,CA,Calaveras,1972,2.11,2.63,0.63,2.76,0.17,0.17,0.0,0.06,1.1,0.96,6.08,4.71
1,CA,Calaveras,1973,10.97,8.91,5.55,1.06,0.29,0.13,0.03,0.06,0.15,3.47,8.31,8.25
1,CA,Calaveras,1974,4.75,2.03,8.57,4.07,0.05,0.38,0.23,0.06,0.0,2.76,2.18,3.35
1,CA,Calaveras,1975,2.95,8.66,9.39,3.82,0.4,0.17,0.08,0.44,0.08,5.1,1.71,0.78
1,CA,Calaveras,1976,0.43,2.99,1.99,1.86,0.37,0.03,0.04,0.45,1.06,0.43,1.73,0.36
1,CA,Calaveras,1977,2.23,2.11,1.89,0.35,2.84,0.08,0.08,0.0,0.42,0.1,3.74,7.91
1,CA,Calaveras,1978,11.13,5.95,7.96,7.23,0.14,0.19,0.0,0.01,2.32,0.02,3.34,3.11
