Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price Per Unit,Unit,Value
1990,106199,RICE MILLING,103,Tehama,1300.0,3.0,3900.0,214.0,TONS ,835000.0
1991,106199,RICE MILLING,103,Tehama,1300.0,3.1,4030.0,214.0,TONS ,862000.0
1992,106199,RICE MILLING,103,Tehama,1300.0,3.81,4953.0,214.0,TONS ,1060000.0
1993,106199,RICE MILLING,103,Tehama,1600.0,3.1,4960.0,214.0,TONS ,1062500.0
1994,106199,RICE MILLING,103,Tehama,1800.0,3.8,6840.0,214.0,TONS ,1465100.0
1995,106199,RICE MILLING,103,Tehama,1700.0,3.0,5100.0,214.0,TONS ,1092400.0
1996,106199,RICE MILLING,103,Tehama,1500.0,3.5,5250.0,195.0,TONS ,1023800.0
1997,106199,RICE MILLING,103,Tehama,2000.0,3.25,6500.0,250.0,TONS ,1625000.0
1998,106199,RICE MILLING,103,Tehama,1000.0,3.15,3150.0,300.0,TONS ,945000.0
1999,106199,RICE MILLING,103,Tehama,1000.0,3.3,3300.0,313.0,TON ,1033000.0
2000,106199,RICE MILLING,103,Tehama,1000.0,2.25,2250.0,283.0,TON ,636800.0
2001,106199,RICE MILLING,103,Tehama,957.0,2.15,2058.0,360.0,TONS ,740900.0
2002,106199,RICE MILLING,103,Tehama,900.0,1.9,1710.0,400.0,TON ,684000.0
2003,106199,RICE MILLING,103,Tehama,600.0,3.0,1800.0,300.0,TON ,540000.0
2004,106199,RICE MILLING,103,Tehama,1145.0,4.07,4658.0,199.1,TON ,927400.0
2005,106199,RICE MILLING,103,Tehama,800.0,3.5,2800.0,234.0,TONS ,655200.0
1980,106199,RICE MILLING,107,Tulare,5280.0,2.35,12400.0,230.0,TONS ,2852000.0
1981,106199,RICE MILLING,107,Tulare,2120.0,2.55,5410.0,180.0,TONS ,974000.0
1982,106199,RICE MILLING,107,Tulare,3450.0,3.01,10400.0,157.0,TONS ,1633000.0
1983,106199,RICE MILLING,107,Tulare,760.0,2.71,2060.0,225.0,TONS ,464000.0
1986,106199,RICE MILLING,107,Tulare,,,,,  ,
1980,106199,RICE MILLING,113,Yolo,36280.0,3.13,113545.0,261.0,TONS ,29638000.0
1981,106199,RICE MILLING,113,Yolo,43113.0,3.5,150896.0,190.0,TONS ,28670000.0
1982,106199,RICE MILLING,113,Yolo,38000.0,3.26,123880.0,140.0,TONS ,17343000.0
1983,106199,RICE MILLING,113,Yolo,29657.0,3.37,99955.0,135.0,TONS ,13494000.0
1984,106199,RICE MILLING,113,Yolo,30287.0,3.65,110548.0,127.0,TONS ,14040000.0
1985,106199,RICE MILLING,113,Yolo,25778.0,3.6,92800.0,130.0,TONS ,12064000.0
1986,106199,RICE MILLING,113,Yolo,20790.0,3.66,76100.0,129.0,TON ,9780000.0
1987,106199,RICE MILLING,113,Yolo,20313.0,3.97,80600.0,125.0,TONS ,10075000.0
1988,106199,RICE MILLING,113,Yolo,28940.0,3.46,100100.0,121.0,TON ,12112000.0
1989,106199,RICE MILLING,113,Yolo,24200.0,4.0,96800.0,134.0,TONS ,12930000.0
1990,106199,RICE MILLING,113,Yolo,25000.0,3.88,97000.0,135.0,TONS ,13100000.0
1991,106199,RICE MILLING,113,Yolo,13646.0,4.04,55130.0,165.0,TONS ,9069000.0
1992,106199,RICE MILLING,113,Yolo,21680.0,4.56,98861.0,154.0,TONS ,15234000.0
1993,106199,RICE MILLING,113,Yolo,21909.0,4.13,90484.0,180.0,TONS ,16269000.0
1994,106199,RICE MILLING,113,Yolo,20917.0,4.29,89734.0,163.0,TONS ,14643000.0
1995,106199,RICE MILLING,113,Yolo,25012.0,3.81,95296.0,185.0,TONS ,17611000.0
1996,106199,RICE MILLING,113,Yolo,25999.0,4.08,106076.0,169.0,TONS ,17923000.0
1997,106199,RICE MILLING,113,Yolo,25800.0,4.44,114552.0,163.0,TONS ,18651000.0
1998,106199,RICE MILLING,113,Yolo,17816.0,3.48,62000.0,189.0,TONS ,11714000.0
1999,106199,RICE MILLING,113,Yolo,24483.0,3.71,90832.0,268.0,TON ,24343000.0
2000,106199,RICE MILLING,113,Yolo,36229.0,3.59,130062.0,266.0,TON ,34597000.0
2001,106199,RICE MILLING,113,Yolo,28717.0,3.96,113719.0,249.0,TONS ,28316000.0
2002,106199,RICE MILLING,113,Yolo,32446.0,3.81,123619.0,224.0,TON ,27688000.0
2003,106199,RICE MILLING,113,Yolo,37303.0,,,,  ,39899000.0
2004,106199,RICE MILLING,113,Yolo,45655.0,3.83,174859.0,233.15,TONS ,40768000.0
2005,106199,RICE MILLING,113,Yolo,34670.0,3.93,136253.0,207.32,TONS ,28248000.0
2006,106199,RICE MILLING,113,Yolo,29997.0,3.59,107800.0,221.87,TONS ,23917800.0
2007,106199,RICE MILLING,113,Yolo,32660.0,3.71,121020.0,271.33,TON ,32836100.0
2008,106199,RICE MILLING,113,Yolo,30057.0,3.5,105104.0,521.32,TONS ,54793000.0
2009,106199,RICE MILLING,113,Yolo,36593.0,3.79,138687.0,385.61,Tons ,53479100.0
2010,106199,RICE MILLING,113,Yolo,41400.0,3.6,149000.0,377.89,Tons ,56306000.0
2011,106199,RICE MILLING,113,Yolo,42500.0,4.12,175000.0,332.34,Tons ,58159000.0
2012,106199,RICE MILLING,113,Yolo,40500.0,4.15,168000.0,357.21,Tons ,60012000.0
2013,106199,RICE MILLING,113,Yolo,38400.0,4.22,162000.0,387.27,tons,62738000.0
2014,106199,RICE MILLING,113,Yolo,39300.0,4.22,166000.0,416.88,Tons,69202000.0
2015,106199,RICE MILLING,113,Yolo,23000.0,4.17,96000.0,375.0,Tons,36000000.0
2016,106199,RICE MILLING,113,Yolo,35800.0,4.25,152000.0,283.0,Tons,43016000.0
2017,106199,RICE MILLING,113,Yolo,28600.0,3.67,105000.0,377.0,Tons ,39585000.0
2018,106199,RICE MILLING,113,Yolo,33300.0,3.9,130000.0,400.0,Tons ,52000000.0
2019,106199,RICE MILLING,113,Yolo,34700.0,4.21,146000.0,391.0,Tons ,57086000.0
2020,106199,RICE MILLING,113,Yolo,37700.0,4.16,157000.0,431.0,Tons ,67667000.0
1980,106199,RICE MILLING,115,Yuba,34700.0,3.25,112775.0,250.0,TONS ,28193800.0
1981,106199,RICE MILLING,115,Yuba,35700.0,3.55,126735.0,185.0,TONS ,23446000.0
1982,106199,RICE MILLING,115,Yuba,34029.0,3.57,121484.0,140.0,TONS ,17007700.0
1983,106199,RICE MILLING,115,Yuba,19466.0,3.72,72414.0,172.0,TONS ,12455100.0
1984,106199,RICE MILLING,115,Yuba,28371.0,3.73,105824.0,135.0,TONS ,14286200.0
1985,106199,RICE MILLING,115,Yuba,24699.0,3.7,91386.0,135.0,TONS ,12337200.0
1986,106199,RICE MILLING,115,Yuba,23887.0,3.9,93159.0,138.0,TON ,12856000.0
1987,106199,RICE MILLING,115,Yuba,22997.0,3.7,85089.0,131.0,TONS ,11146600.0
1988,106199,RICE MILLING,115,Yuba,26674.0,4.05,108030.0,120.0,TON ,12963600.0
1989,106199,RICE MILLING,115,Yuba,27233.0,4.35,118464.0,130.0,TONS ,15400300.0
1990,106199,RICE MILLING,115,Yuba,27884.0,4.19,116834.0,147.0,TONS ,17174600.0
1991,106199,RICE MILLING,115,Yuba,32450.0,4.58,148621.0,151.0,TONS ,22441800.0
1992,106199,RICE MILLING,115,Yuba,33797.0,4.6,155466.0,145.0,TONS ,22542600.0
1993,106199,RICE MILLING,115,Yuba,34019.0,4.3,146282.0,213.0,TONS ,31158000.0
1994,106199,RICE MILLING,115,Yuba,35800.0,4.45,159310.0,213.0,TONS ,33933000.0
1995,106199,RICE MILLING,115,Yuba,34967.0,4.1,143365.0,213.0,TONS ,30537000.0
1996,106199,RICE MILLING,115,Yuba,35880.0,3.8,136344.0,214.0,TONS ,29178000.0
1997,106199,RICE MILLING,115,Yuba,36509.0,4.2,153338.0,214.0,TONS ,32814000.0
1998,106199,RICE MILLING,115,Yuba,36000.0,3.45,124200.0,240.0,TONS ,29808000.0
1999,106199,RICE MILLING,115,Yuba,36050.0,3.3,118965.0,290.0,TON ,34500000.0
2000,106199,RICE MILLING,115,Yuba,36620.0,4.2,153804.0,270.0,TON ,41527000.0
2001,106199,RICE MILLING,115,Yuba,35823.0,3.9,139710.0,253.0,TONS ,35347000.0
2002,106199,RICE MILLING,115,Yuba,35461.0,3.98,141135.0,250.0,TON ,35284000.0
2003,106199,RICE MILLING,115,Yuba,35580.0,3.9,138762.0,314.0,TON ,43571000.0
2004,106199,RICE MILLING,115,Yuba,35256.0,4.05,142787.0,206.0,TON ,29414000.0
2005,106199,RICE MILLING,115,Yuba,35005.0,3.4,119017.0,234.0,TONS ,27850000.0
2006,106199,RICE MILLING,115,Yuba,35387.0,3.78,133763.0,267.0,TONS ,35715000.0
2007,106199,RICE MILLING,115,Yuba,35984.0,4.13,148614.0,302.0,TON ,44881000.0
2008,106199,RICE MILLING,115,Yuba,35294.0,4.4,155294.0,528.0,TONS ,81995000.0
2009,106199,RICE MILLING,115,Yuba,36830.0,4.45,163894.0,478.0,Tons ,78341000.0
2010,106199,RICE MILLING,115,Yuba,38600.0,4.35,168000.0,419.77,Tons ,70522000.0
2011,106199,RICE MILLING,115,Yuba,38000.0,4.21,160000.0,387.03,Tons ,61925000.0
2012,106199,RICE MILLING,115,Yuba,37600.0,4.34,163000.0,350.39,Tons ,57114000.0
2013,106199,RICE MILLING,115,Yuba,39200.0,4.39,172000.0,360.7,tons,62041000.0
2014,106199,RICE MILLING,115,Yuba,39000.0,4.26,166000.0,379.31,Tons,62966000.0
2015,106199,RICE MILLING,115,Yuba,39000.0,4.69,183000.0,245.2,Tons,44871000.0
2016,106199,RICE MILLING,115,Yuba,37900.0,5.09,193000.0,200.42,Tons,38682000.0
2017,106199,RICE MILLING,115,Yuba,34000.0,4.21,143000.0,259.31,Tons ,37082000.0
2018,106199,RICE MILLING,115,Yuba,37600.0,4.41,166000.0,378.96,Tons ,62907000.0
2019,106199,RICE MILLING,115,Yuba,37400.0,4.12,154000.0,382.86,Tons ,58960000.0
2020,106199,RICE MILLING,115,Yuba,38200.0,4.29,164000.0,461.14,Tons ,75627000.0
1980,378299,TOMATOES PROCESSING,11,Colusa,6060.0,26.73,162000.0,45.0,TONS ,7274000.0
1981,378299,TOMATOES PROCESSING,11,Colusa,8190.0,22.1,181000.0,51.0,TONS ,9194800.0
1982,378299,TOMATOES PROCESSING,11,Colusa,10650.0,28.1,299300.0,56.0,TONS ,16641000.0
1983,378299,TOMATOES PROCESSING,11,Colusa,11900.0,25.04,298000.0,54.0,TONS ,16003000.0
1984,378299,TOMATOES PROCESSING,11,Colusa,13400.0,24.0,321600.0,52.0,TONS ,16723000.0
1985,378299,TOMATOES PROCESSING,11,Colusa,12100.0,28.5,344850.0,51.0,TONS ,17725000.0
1986,378299,TOMATOES PROCESSING,11,Colusa,11300.0,29.2,330000.0,51.0,TON ,16830000.0
1987,378299,TOMATOES PROCESSING,11,Colusa,12800.0,30.1,385280.0,46.0,TONS ,17877000.0
1988,378299,TOMATOES PROCESSING,11,Colusa,13800.0,28.1,387780.0,48.0,TON ,18691000.0
1989,378299,TOMATOES PROCESSING,11,Colusa,17800.0,31.5,560700.0,52.0,TONS ,29213000.0
1990,378299,TOMATOES PROCESSING,11,Colusa,22400.0,30.5,683200.0,55.0,TONS ,37713000.0
1991,378299,TOMATOES PROCESSING,11,Colusa,25725.0,32.0,823200.0,54.0,TONS ,44453000.0
1992,378299,TOMATOES PROCESSING,11,Colusa,18600.0,35.0,651000.0,47.0,TONS ,30272000.0
1993,378299,TOMATOES PROCESSING,11,Colusa,19700.0,34.5,679650.0,46.0,TONS ,31434000.0
1994,378299,TOMATOES PROCESSING,11,Colusa,24100.0,35.5,855550.0,50.0,TONS ,42778000.0
1995,378299,TOMATOES PROCESSING,11,Colusa,31600.0,35.0,1106000.0,54.0,TONS ,59448000.0
1996,378299,TOMATOES PROCESSING,11,Colusa,29780.0,36.0,1072080.0,54.0,TONS ,57892000.0
1997,378299,TOMATOES PROCESSING,11,Colusa,24900.0,35.5,883950.0,51.0,TONS ,45523000.0
1998,378299,TOMATOES PROCESSING,11,Colusa,22760.0,31.0,705560.0,55.0,TONS ,38806000.0
1999,378299,TOMATOES PROCESSING,11,Colusa,30500.0,35.7,1088850.0,60.0,TON ,65875000.0
2000,378299,TOMATOES PROCESSING,11,Colusa,20900.0,38.5,804650.0,52.0,TON ,41842000.0
2001,378299,TOMATOES PROCESSING,11,Colusa,20250.0,36.8,745200.0,49.0,TONS ,36776000.0
2002,378299,TOMATOES PROCESSING,11,Colusa,18900.0,40.8,771120.0,51.0,TON ,39481000.0
2003,378299,TOMATOES PROCESSING,11,Colusa,16900.0,38.4,648960.0,49.8,TON ,32318000.0
2004,378299,TOMATOES PROCESSING,11,Colusa,20500.0,43.0,881500.0,50.2,TON ,44251000.0
2005,378299,TOMATOES PROCESSING,11,Colusa,23650.0,35.5,839575.0,51.0,TONS ,42818000.0
2006,378299,TOMATOES PROCESSING,11,Colusa,18400.0,37.8,695520.0,61.0,TONS ,42427000.0
2007,378299,TOMATOES PROCESSING,11,Colusa,16500.0,43.9,724350.0,63.0,TONS ,45634000.0
2008,378299,TOMATOES PROCESSING,11,Colusa,13940.0,44.2,616148.0,71.4,TONS ,43993000.0
2009,378299,TOMATOES PROCESSING,11,Colusa,18440.0,48.4,892496.0,81.45,Tons ,72694000.0
2010,378299,TOMATOES PROCESSING,11,Colusa,11800.0,44.92,530000.0,66.75,Tons ,35380000.0
2011,378299,TOMATOES PROCESSING,11,Colusa,12700.0,45.91,583000.0,64.03,Tons ,37330000.0
2012,378299,TOMATOES PROCESSING,11,Colusa,13500.0,43.93,593000.0,69.95,Tons ,41481000.0
2013,378299,TOMATOES PROCESSING,11,Colusa,13900.0,51.87,721000.0,69.5,tons,50112000.0
2014,378299,TOMATOES PROCESSING,11,Colusa,15700.0,57.07,896000.0,83.01,Tons,74376000.0
2015,378299,TOMATOES PROCESSING,11,Colusa,17600.0,52.22,919000.0,78.0,Tons,71682000.0
2016,378299,TOMATOES PROCESSING,11,Colusa,15600.0,55.51,866000.0,68.99,Tons,59744000.0
2017,378299,TOMATOES PROCESSING,11,Colusa,14800.0,49.46,732000.0,70.05,Tons ,51274000.0
2018,378299,TOMATOES PROCESSING,11,Colusa,14100.0,49.15,693000.0,71.01,Tons ,49209000.0
2019,378299,TOMATOES PROCESSING,11,Colusa,12300.0,51.14,629000.0,71.98,Tons ,45276000.0
2020,378299,TOMATOES PROCESSING,11,Colusa,12700.0,51.18,650000.0,77.04,Tons ,50078000.0
1980,378299,TOMATOES PROCESSING,13,Contra Costa,,,116000.0,48.0,TONS ,5545000.0
1981,378299,TOMATOES PROCESSING,13,Contra Costa,4510.0,19.47,87800.0,51.0,TONS ,4460000.0
1982,378299,TOMATOES PROCESSING,13,Contra Costa,4939.0,28.95,143000.0,56.0,TONS ,7965000.0
1983,378299,TOMATOES PROCESSING,13,Contra Costa,4939.0,27.13,134000.0,54.0,TONS ,7196000.0
1984,378299,TOMATOES PROCESSING,13,Contra Costa,5400.0,25.56,138000.0,52.0,TONS ,7176000.0
1985,378299,TOMATOES PROCESSING,13,Contra Costa,5150.0,30.1,155000.0,51.0,TONS ,7967000.0
1986,378299,TOMATOES PROCESSING,13,Contra Costa,,,196000.0,51.0,TON ,9996000.0
1987,378299,TOMATOES PROCESSING,13,Contra Costa,6000.0,31.0,186000.0,46.0,TONS ,8630000.0
1988,378299,TOMATOES PROCESSING,13,Contra Costa,6500.0,27.69,180000.0,48.0,TON ,8676000.0
1989,378299,TOMATOES PROCESSING,13,Contra Costa,3500.0,34.0,119000.0,52.0,TONS ,6200000.0
1990,378299,TOMATOES PROCESSING,13,Contra Costa,4800.0,27.08,130000.0,55.0,TONS ,7176000.0
1991,378299,TOMATOES PROCESSING,13,Contra Costa,4100.0,34.63,142000.0,54.0,TONS ,7663000.0
1992,378299,TOMATOES PROCESSING,13,Contra Costa,4420.0,36.88,163000.0,46.0,TONS ,7440000.0
1993,378299,TOMATOES PROCESSING,13,Contra Costa,3800.0,38.42,146000.0,47.0,TON ,6820000.0
1994,378299,TOMATOES PROCESSING,13,Contra Costa,4100.0,37.49,153700.0,61.0,TONS ,9376000.0
1995,378299,TOMATOES PROCESSING,13,Contra Costa,4050.0,34.07,138000.0,51.0,TONS ,7000000.0
1996,378299,TOMATOES PROCESSING,13,Contra Costa,3830.0,32.64,125000.0,53.0,TONS ,6653000.0
1997,378299,TOMATOES PROCESSING,13,Contra Costa,3310.0,38.07,126000.0,50.0,TONS ,6334000.0
1998,378299,TOMATOES PROCESSING,13,Contra Costa,3070.0,32.57,100000.0,53.0,TONS ,5269000.0
1999,378299,TOMATOES PROCESSING,13,Contra Costa,3000.0,37.67,113000.0,57.0,TON ,6445000.0
2000,378299,TOMATOES PROCESSING,13,Contra Costa,2600.0,39.23,102000.0,49.0,TON ,5024000.0
2001,378299,TOMATOES PROCESSING,13,Contra Costa,1590.0,36.67,58300.0,47.0,TONS ,2757000.0
2002,378299,TOMATOES PROCESSING,13,Contra Costa,1024.0,40.72,41700.0,49.0,TON ,2042000.0
2003,378299,TOMATOES PROCESSING,13,Contra Costa,1180.0,41.69,49200.0,50.2,TON ,2470000.0
2004,378299,TOMATOES PROCESSING,13,Contra Costa,1060.0,48.11,51000.0,48.0,TON ,2448000.0
2005,378299,TOMATOES PROCESSING,13,Contra Costa,1080.0,43.7,47200.0,51.5,TONS ,2431000.0
2006,378299,TOMATOES PROCESSING,13,Contra Costa,1460.0,46.1,67300.0,58.6,TONS ,3944000.0
2007,378299,TOMATOES PROCESSING,13,Contra Costa,1520.0,51.32,78000.0,64.21,TONS ,5008000.0
2008,378299,TOMATOES PROCESSING,13,Contra Costa,1500.0,51.93,77900.0,71.5,TONS ,5570000.0
2009,378299,TOMATOES PROCESSING,13,Contra Costa,1710.0,55.03,94100.0,80.0,Tons ,7528000.0
2010,378299,TOMATOES PROCESSING,13,Contra Costa,1630.0,49.2,80200.0,68.0,Tons ,5454000.0
2011,378299,TOMATOES PROCESSING,13,Contra Costa,1910.0,47.12,90000.0,70.0,Tons ,6300000.0
2012,378299,TOMATOES PROCESSING,13,Contra Costa,2120.0,50.0,106000.0,71.0,Tons ,7526000.0
2013,378299,TOMATOES PROCESSING,13,Contra Costa,2160.0,52.78,114000.0,72.1,tons,8219000.0
2015,378299,TOMATOES PROCESSING,13,Contra Costa,3420.0,55.85,191000.0,80.53,Tons,15381000.0
1980,378299,TOMATOES PROCESSING,19,Fresno,34880.0,30.5,1064000.0,48.0,TONS ,50753000.0
1981,378299,TOMATOES PROCESSING,19,Fresno,36640.0,28.6,1048000.0,51.0,TONS ,53238000.0
1982,378299,TOMATOES PROCESSING,19,Fresno,54370.0,31.89,1734000.0,56.0,TONS ,96410000.0
1983,378299,TOMATOES PROCESSING,19,Fresno,60500.0,29.7,1797000.0,54.0,TONS ,96499000.0
1984,378299,TOMATOES PROCESSING,19,Fresno,65800.0,31.31,2060000.0,52.0,TONS ,107120000.0
1985,378299,TOMATOES PROCESSING,19,Fresno,60600.0,31.5,1909000.0,51.0,TONS ,98123000.0
1986,378299,TOMATOES PROCESSING,19,Fresno,62800.0,32.4,2035000.0,51.0,TON ,103785000.0
1987,378299,TOMATOES PROCESSING,19,Fresno,64900.0,33.41,2168000.0,47.0,TONS ,102763000.0
1988,378299,TOMATOES PROCESSING,19,Fresno,64800.0,33.19,2151000.0,48.0,TON ,103248000.0
1989,378299,TOMATOES PROCESSING,19,Fresno,72400.0,35.0,2534000.0,55.0,TONS ,139370000.0
1990,378299,TOMATOES PROCESSING,19,Fresno,104000.0,35.5,3692000.0,52.0,TONS ,191984000.0
1991,378299,TOMATOES PROCESSING,19,Fresno,107000.0,30.78,3293000.0,52.0,TONS ,172224000.0
1992,378299,TOMATOES PROCESSING,19,Fresno,87000.0,35.21,3063000.0,46.0,TONS ,140898000.0
1993,378299,TOMATOES PROCESSING,19,Fresno,96000.0,35.79,3436000.0,47.0,TONS ,161492000.0
1994,378299,TOMATOES PROCESSING,19,Fresno,100000.0,41.59,4159000.0,51.0,TONS ,212109000.0
1995,378299,TOMATOES PROCESSING,19,Fresno,100000.0,38.67,3867000.0,54.0,TONS ,208818000.0
1996,378299,TOMATOES PROCESSING,19,Fresno,99000.0,39.8,3940000.0,52.0,TONS ,204880000.0
1997,378299,TOMATOES PROCESSING,19,Fresno,95000.0,39.15,3719000.0,51.0,TONS ,189669000.0
1998,378299,TOMATOES PROCESSING,19,Fresno,100000.0,35.77,3577000.0,53.0,TONS ,189581000.0
1999,378299,TOMATOES PROCESSING,19,Fresno,115000.0,41.5,4773000.0,57.0,TON ,272061000.0
2000,378299,TOMATOES PROCESSING,19,Fresno,115000.0,40.2,4623000.0,51.0,TON ,235773000.0
2001,378299,TOMATOES PROCESSING,19,Fresno,106000.0,34.73,3681000.0,48.0,TONS ,176688000.0
2002,378299,TOMATOES PROCESSING,19,Fresno,115000.0,40.25,4629000.0,49.0,TON ,226821000.0
2003,378299,TOMATOES PROCESSING,19,Fresno,119000.0,40.12,4774000.0,57.0,TON ,272118000.0
2004,378299,TOMATOES PROCESSING,19,Fresno,110000.0,44.5,4895000.0,50.0,TON ,244750000.0
2005,378299,TOMATOES PROCESSING,19,Fresno,118000.0,40.91,4827000.0,51.0,TONS ,246177000.0
2006,378299,TOMATOES PROCESSING,19,Fresno,124000.0,35.14,4357000.0,57.0,TONS ,248349000.0
2007,378299,TOMATOES PROCESSING,19,Fresno,125000.0,34.86,4357000.0,79.26,TON ,345340000.0
2008,378299,TOMATOES PROCESSING,19,Fresno,109000.0,45.21,4928000.0,74.0,TONS ,364672000.0
2009,378299,TOMATOES PROCESSING,19,Fresno,115000.0,48.0,5520000.0,83.0,Tons ,458160000.0
2010,378299,TOMATOES PROCESSING,19,Fresno,108000.0,47.28,5106000.0,68.0,Tons ,347208000.0
2011,378299,TOMATOES PROCESSING,19,Fresno,95200.0,54.88,5225000.0,70.0,Tons ,365750000.0
2012,378299,TOMATOES PROCESSING,19,Fresno,97600.0,56.39,5504000.0,68.0,Tons ,374272000.0
2013,378299,TOMATOES PROCESSING,19,Fresno,101000.0,50.27,5077000.0,69.0,tons,350313000.0
2014,378299,TOMATOES PROCESSING,19,Fresno,89600.0,53.06,4754000.0,85.0,Tons,404090000.0
2015,378299,TOMATOES PROCESSING,19,Fresno,97200.0,52.13,5067000.0,82.0,Tons,415494000.0
2016,378299,TOMATOES PROCESSING,19,Fresno,90400.0,49.42,4468000.0,72.0,Tons,321696000.0
2017,378299,TOMATOES PROCESSING,19,Fresno,73400.0,51.69,3794000.0,67.0,Tons ,254198000.0
2018,378299,TOMATOES PROCESSING,19,Fresno,77100.0,56.52,4358000.0,68.0,Tons ,296344000.0
2019,378299,TOMATOES PROCESSING,19,Fresno,74800.0,52.1,3897000.0,73.0,Tons ,284481000.0
2020,378299,TOMATOES PROCESSING,19,Fresno,72400.0,52.5,3801000.0,75.0,Tons ,285075000.0
1997,378299,TOMATOES PROCESSING,21,Glenn,957.0,36.86,35272.0,52.0,TONS ,1819000.0
2017,378299,TOMATOES PROCESSING,21,Glenn,1740.0,45.4,79000.0,73.3,Tons ,5791000.0
2018,378299,TOMATOES PROCESSING,21,Glenn,1370.0,42.48,58200.0,72.06,Tons ,4194000.0
2019,378299,TOMATOES PROCESSING,21,Glenn,1960.0,42.76,83800.0,80.98,Tons ,6786000.0
2020,378299,TOMATOES PROCESSING,21,Glenn,1720.0,43.08,74100.0,78.0,Tons ,5780000.0
1980,378299,TOMATOES PROCESSING,25,Imperial,350.0,39.0,13650.0,47.0,TONS ,642000.0
1981,378299,TOMATOES PROCESSING,25,Imperial,850.0,30.35,25800.0,51.0,TONS ,1310000.0
1982,378299,TOMATOES PROCESSING,25,Imperial,2317.0,36.21,83898.0,55.0,TONS ,4614000.0
1983,378299,TOMATOES PROCESSING,25,Imperial,3135.0,36.8,115368.0,54.0,TONS ,6275000.0
1984,378299,TOMATOES PROCESSING,25,Imperial,3785.0,32.49,122975.0,52.0,TONS ,6396000.0
1985,378299,TOMATOES PROCESSING,25,Imperial,3324.0,29.8,99055.0,51.0,TONS ,5091000.0
1986,378299,TOMATOES PROCESSING,25,Imperial,2999.0,36.94,110783.0,49.0,TON ,5373000.0
1987,378299,TOMATOES PROCESSING,25,Imperial,2510.0,31.0,77810.0,46.0,TONS ,3600000.0
1988,378299,TOMATOES PROCESSING,25,Imperial,4017.0,35.8,143808.0,48.0,TONS ,6932000.0
1989,378299,TOMATOES PROCESSING,25,Imperial,11200.0,31.87,356944.0,52.0,TONS ,18597000.0
1990,378299,TOMATOES PROCESSING,25,Imperial,10400.0,32.2,334900.0,55.0,TONS ,18486000.0
1992,378299,TOMATOES PROCESSING,25,Imperial,1877.0,36.0,67572.0,53.0,TONS ,3559000.0
1993,378299,TOMATOES PROCESSING,25,Imperial,2500.0,35.13,87830.0,57.0,TONS ,5050000.0
1994,378299,TOMATOES PROCESSING,25,Imperial,1656.0,27.81,46053.0,54.0,TONS ,2487000.0
1995,378299,TOMATOES PROCESSING,25,Imperial,1028.0,44.1,45332.0,54.0,TONS ,2443000.0
1996,378299,TOMATOES PROCESSING,25,Imperial,808.0,42.33,34203.0,55.0,TONS ,1870000.0
1999,378299,TOMATOES PROCESSING,25,Imperial,1591.0,41.1,65390.0,72.0,TON ,4709000.0
2000,378299,TOMATOES PROCESSING,25,Imperial,316.0,27.0,8532.0,85.0,TON ,725000.0
1980,378299,TOMATOES PROCESSING,29,Kern,5110.0,24.46,125000.0,48.0,TONS ,5967000.0
1981,378299,TOMATOES PROCESSING,29,Kern,3330.0,23.6,78600.0,51.0,TONS ,3993000.0
1982,378299,TOMATOES PROCESSING,29,Kern,4950.0,29.7,147000.0,56.0,TONS ,8195000.0
1983,378299,TOMATOES PROCESSING,29,Kern,4500.0,28.44,128000.0,54.0,TONS ,6874000.0
1984,378299,TOMATOES PROCESSING,29,Kern,4550.0,30.77,140000.0,52.0,TONS ,7280000.0
1985,378299,TOMATOES PROCESSING,29,Kern,4200.0,30.95,130000.0,51.0,TONS ,6682000.0
1986,378299,TOMATOES PROCESSING,29,Kern,2420.0,33.47,81000.0,51.0,TON ,4131000.0
1987,378299,TOMATOES PROCESSING,29,Kern,2400.0,33.33,80000.0,46.0,TONS ,3712000.0
1988,378299,TOMATOES PROCESSING,29,Kern,2600.0,33.85,88000.0,48.0,TON ,4242000.0
1989,378299,TOMATOES PROCESSING,29,Kern,3000.0,43.33,130000.0,52.0,TONS ,6773000.0
1990,378299,TOMATOES PROCESSING,29,Kern,5200.0,32.69,170000.0,55.0,TONS ,9384000.0
1991,378299,TOMATOES PROCESSING,29,Kern,4100.0,34.76,142500.0,54.0,TONS ,7695000.0
1992,378299,TOMATOES PROCESSING,29,Kern,2416.0,38.78,93700.0,46.0,TONS ,4330000.0
1993,378299,TOMATOES PROCESSING,29,Kern,3600.0,33.89,122000.0,47.0,TONS ,5677000.0
1994,378299,TOMATOES PROCESSING,29,Kern,4800.0,35.42,170000.0,49.0,TONS ,8364000.0
1995,378299,TOMATOES PROCESSING,29,Kern,5500.0,33.64,185000.0,52.0,TONS ,9620000.0
1996,378299,TOMATOES PROCESSING,29,Kern,4600.0,34.57,159000.0,54.0,TONS ,8525000.0
1997,378299,TOMATOES PROCESSING,29,Kern,2324.0,39.59,92000.0,51.0,TONS ,4694000.0
1998,378299,TOMATOES PROCESSING,29,Kern,2700.0,34.33,92700.0,55.0,TONS ,5066000.0
1999,378299,TOMATOES PROCESSING,29,Kern,3600.0,39.42,141900.0,60.0,TON ,8493000.0
